GRADUATE;GENDER;COLLEGE;SALARY;DEGREE;GRADDATE
431;Kobieta;Inzynieria;31400;Licencjat;Wiosna 90
432;Mezczyzna;Budownictwo;28600;Licencjat;Wiosna 90
433;Kobieta;Rolnictwo;30000;Licencjat;Wiosna 90
434;Mezczyzna;Inzynieria;26200;Licencjat;Wiosna 90
435;Mezczyzna;Inzynieria;26500;Licencjat;Wiosna 90
436;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 90
437;Kobieta;Administracja;26500;Licencjat;Wiosna 90
438;Mezczyzna;Rolnictwo;25000;Licencjat;Wiosna 90
439;Kobieta;Pedagogika;20000;Licencjat;Wiosna 90
440;Mezczyzna;Inzynieria;30400;Licencjat;Wiosna 90
441;Kobieta;Rolnictwo;21000;Licencjat;Wiosna 90
442;Mezczyzna;Inzynieria;31200;Licencjat;Wiosna 90
443;Kobieta;Rolnictwo;17000;Licencjat;Wiosna 90
444;Mezczyzna;Inzynieria;32200;Licencjat;Wiosna 90
445;Kobieta;Rolnictwo;13800;Licencjat;Wiosna 90
446;Mezczyzna;Rolnictwo;18000;Licencjat;Wiosna 90
447;Kobieta;Rolnictwo;25000;Licencjat;Wiosna 90
448;Mezczyzna;Budownictwo;31500;Licencjat;Wiosna 90
449;Mezczyzna;Inzynieria;29000;Licencjat;Wiosna 90
450;Kobieta;Rolnictwo;33400;Licencjat;Wiosna 90
451;Mezczyzna;Inzynieria;32200;Licencjat;Wiosna 90
452;Mezczyzna;Rolnictwo;32000;Licencjat;Wiosna 90
453;Kobieta;Rolnictwo;26000;Licencjat;Wiosna 90
454;Mezczyzna;Inzynieria;31300;Licencjat;Wiosna 90
455;Mezczyzna;Rolnictwo;17500;Licencjat;Wiosna 90
456;Mezczyzna;Architektura;20000;Licencjat;Wiosna 90
457;Mezczyzna;Budownictwo;30000;Licencjat;Wiosna 90
458;Mezczyzna;Rolnictwo;25000;Licencjat;Wiosna 90
459;Mezczyzna;Rolnictwo;52000;Licencjat;Wiosna 90
460;Kobieta;Rolnictwo;27000;Licencjat;Wiosna 90
461;Mezczyzna;Budownictwo;25500;Licencjat;Wiosna 90
462;Mezczyzna;Budownictwo;30000;Licencjat;Wiosna 90
463;Kobieta;Rolnictwo;26000;Licencjat;Wiosna 90
464;Mezczyzna;Inzynieria;35300;Licencjat;Wiosna 90
465;Mezczyzna;Rolnictwo;19000;Licencjat;Wiosna 90
466;Mezczyzna;Inzynieria;36000;Licencjat;Wiosna 90
467;Kobieta;Rolnictwo;10000;Licencjat;Wiosna 90
468;Kobieta;Rolnictwo;29200;Licencjat;Wiosna 90
469;Kobieta;Rolnictwo;24200;Licencjat;Wiosna 90
470;Kobieta;Rolnictwo;21100;Licencjat;Wiosna 90
471;Kobieta;Inzynieria;25000;Licencjat;Wiosna 90
472;Mezczyzna;Inzynieria;35400;Licencjat;Wiosna 90
473;Mezczyzna;Inzynieria;32700;Licencjat;Wiosna 90
474;Kobieta;Rolnictwo;12000;Licencjat;Wiosna 90
475;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 90
476;Mezczyzna;Administracja;30000;Licencjat;Wiosna 90
477;Mezczyzna;Administracja;34000;Licencjat;Wiosna 90
478;Kobieta;Administracja;25000;Licencjat;Wiosna 90
479;Mezczyzna;Administracja;23000;Licencjat;Wiosna 90
480;Mezczyzna;Rolnictwo;21000;Licencjat;Wiosna 90
481;Mezczyzna;Administracja;23000;Licencjat;Wiosna 90
482;Kobieta;Administracja;20600;Licencjat;Wiosna 90
483;Mezczyzna;Inzynieria;28300;Licencjat;Wiosna 90
484;Mezczyzna;Inzynieria;33000;Licencjat;Wiosna 90
485;Mezczyzna;Inzynieria;23000;Licencjat;Wiosna 90
486;Kobieta;Rolnictwo;30000;Licencjat;Wiosna 90
487;Mezczyzna;Administracja;29400;Licencjat;Wiosna 90
488;Mezczyzna;Rolnictwo;20000;Licencjat;Wiosna 90
489;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 90
490;Mezczyzna;Rolnictwo;20000;Licencjat;Wiosna 90
491;Kobieta;Rolnictwo;30600;Licencjat;Wiosna 90
492;Kobieta;Rolnictwo;18500;Licencjat;Wiosna 90
493;Kobieta;Rolnictwo;22700;Licencjat;Wiosna 90
494;Kobieta;Rolnictwo;26500;Licencjat;Wiosna 90
495;Kobieta;Inzynieria;26000;Licencjat;Wiosna 90
496;Kobieta;Administracja;24500;Licencjat;Wiosna 90
497;Kobieta;Rolnictwo;24100;Licencjat;Wiosna 90
498;Kobieta;Rolnictwo;20200;Licencjat;Wiosna 90
499;Mezczyzna;Inzynieria;26500;Licencjat;Wiosna 90
500;Mezczyzna;Budownictwo;28800;Licencjat;Wiosna 90
501;Kobieta;Rolnictwo;15000;Licencjat;Wiosna 90
502;Mezczyzna;Administracja;23000;Licencjat;Wiosna 90
503;Kobieta;Administracja;24000;Licencjat;Wiosna 90
504;Mezczyzna;Inzynieria;21200;Licencjat;Wiosna 90
505;Kobieta;Rolnictwo;27900;Licencjat;Wiosna 90
506;Kobieta;Administracja;29000;Licencjat;Wiosna 90
507;Kobieta;Administracja;25000;Licencjat;Wiosna 90
508;Kobieta;Administracja;28000;Licencjat;Wiosna 90
509;Kobieta;Rolnictwo;30900;Licencjat;Wiosna 90
510;Mezczyzna;Inzynieria;32000;Licencjat;Wiosna 90
511;Mezczyzna;Administracja;24000;Licencjat;Wiosna 90
512;Mezczyzna;Administracja;29500;Licencjat;Wiosna 90
513;Mezczyzna;Inzynieria;31000;Licencjat;Wiosna 90
514;Kobieta;Inzynieria;26400;Licencjat;Wiosna 90
515;Mezczyzna;Inzynieria;32500;Licencjat;Wiosna 90
516;Kobieta;Administracja;23000;Licencjat;Wiosna 90
517;Kobieta;Rolnictwo;11200;Licencjat;Wiosna 90
518;Mezczyzna;Inzynieria;34200;Licencjat;Wiosna 90
519;Kobieta;Administracja;26000;Licencjat;Wiosna 90
520;Kobieta;Administracja;26000;Licencjat;Wiosna 90
521;Mezczyzna;Rolnictwo;8000;Licencjat;Wiosna 90
522;Mezczyzna;Inzynieria;33000;Licencjat;Wiosna 90
523;Kobieta;Administracja;28000;Licencjat;Wiosna 90
524;Mezczyzna;Rolnictwo;20000;Licencjat;Wiosna 90
525;Mezczyzna;Administracja;27500;Licencjat;Wiosna 90
526;Mezczyzna;Inzynieria;32000;Licencjat;Wiosna 90
527;Kobieta;Administracja;20500;Licencjat;Wiosna 90
528;Kobieta;Rolnictwo;32000;Licencjat;Wiosna 90
529;Mezczyzna;Administracja;20000;Licencjat;Wiosna 90
530;Kobieta;Rolnictwo;16500;Licencjat;Wiosna 90
531;Mezczyzna;Administracja;24000;Licencjat;Wiosna 90
532;Mezczyzna;Administracja;22000;Licencjat;Wiosna 90
533;Kobieta;Rolnictwo;28000;Licencjat;Wiosna 90
534;Kobieta;Administracja;19000;Licencjat;Wiosna 90
535;Kobieta;Inzynieria;34200;Licencjat;Wiosna 90
536;Mezczyzna;Inzynieria;29000;Licencjat;Wiosna 90
537;Mezczyzna;Rolnictwo;12000;Licencjat;Wiosna 90
538;Kobieta;Rolnictwo;24000;Licencjat;Wiosna 90
539;Mezczyzna;Administracja;27800;Licencjat;Wiosna 90
540;Mezczyzna;Inzynieria;33500;Licencjat;Wiosna 90
541;Mezczyzna;Inzynieria;33000;Licencjat;Wiosna 90
542;Mezczyzna;Inzynieria;34000;Licencjat;Wiosna 90
543;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 90
544;Mezczyzna;Budownictwo;27000;Licencjat;Wiosna 90
545;Kobieta;Rolnictwo;46000;Licencjat;Wiosna 90
546;Kobieta;Rolnictwo;39000;Licencjat;Wiosna 90
547;Mezczyzna;Rolnictwo;32000;Licencjat;Wiosna 90
548;Mezczyzna;Inzynieria;33200;Licencjat;Wiosna 90
549;Kobieta;Rolnictwo;29000;Licencjat;Wiosna 90
550;Kobieta;Inzynieria;36500;Licencjat;Wiosna 90
551;Mezczyzna;Inzynieria;32000;Licencjat;Wiosna 90
552;Mezczyzna;Inzynieria;33700;Licencjat;Wiosna 90
553;Mezczyzna;Administracja;18000;Licencjat;Wiosna 90
554;Mezczyzna;Rolnictwo;28000;Licencjat;Wiosna 90
555;Mezczyzna;Budownictwo;29000;Licencjat;Wiosna 90
556;Mezczyzna;Inzynieria;26300;Licencjat;Wiosna 90
557;Kobieta;Rolnictwo;38000;Licencjat;Wiosna 90
558;Kobieta;Rolnictwo;17000;Licencjat;Wiosna 90
559;Mezczyzna;Budownictwo;28000;Licencjat;Wiosna 90
560;Mezczyzna;Rolnictwo;18000;Licencjat;Wiosna 90
561;Kobieta;Administracja;29500;Licencjat;Wiosna 90
562;Mezczyzna;Administracja;20000;Licencjat;Wiosna 90
563;Mezczyzna;Rolnictwo;24000;Licencjat;Wiosna 90
564;Kobieta;Rolnictwo;10800;Licencjat;Wiosna 90
565;Mezczyzna;Administracja;22500;Licencjat;Wiosna 90
566;Kobieta;Pedagogika;22000;Licencjat;Wiosna 90
567;Kobieta;Administracja;20600;Licencjat;Wiosna 90
568;Mezczyzna;Administracja;65500;Licencjat;Wiosna 90
569;Mezczyzna;Administracja;20500;Licencjat;Wiosna 90
570;Mezczyzna;Rolnictwo;19000;Licencjat;Wiosna 90
571;Kobieta;Architektura;17000;Licencjat;Wiosna 90
572;Mezczyzna;Inzynieria;31400;Licencjat;Wiosna 90
573;Mezczyzna;Budownictwo;28000;Licencjat;Wiosna 90
574;Kobieta;Rolnictwo;15000;Licencjat;Wiosna 90
575;Mezczyzna;Rolnictwo;27500;Licencjat;Wiosna 90
576;Mezczyzna;Rolnictwo;22300;Licencjat;Wiosna 90
577;Mezczyzna;Inzynieria;34800;Licencjat;Wiosna 90
578;Kobieta;Administracja;25000;Licencjat;Wiosna 90
579;Kobieta;Rolnictwo;25000;Licencjat;Wiosna 90
580;Mezczyzna;Inzynieria;35700;Licencjat;Wiosna 90
581;Kobieta;Budownictwo;26500;Licencjat;Wiosna 90
582;Kobieta;Rolnictwo;25000;Licencjat;Wiosna 90
583;Mezczyzna;Inzynieria;31500;Licencjat;Wiosna 90
584;Kobieta;Rolnictwo;30000;Licencjat;Wiosna 90
585;Mezczyzna;Inzynieria;30200;Licencjat;Wiosna 90
586;Mezczyzna;Inzynieria;25000;Licencjat;Wiosna 90
587;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 90
588;Mezczyzna;Administracja;21000;Licencjat;Wiosna 90
589;Mezczyzna;Inzynieria;32700;Licencjat;Wiosna 90
590;Kobieta;Rolnictwo;13500;Licencjat;Wiosna 90
591;Kobieta;Rolnictwo;8400;Licencjat;Wiosna 90
592;Mezczyzna;Inzynieria;25000;Licencjat;Wiosna 90
593;Mezczyzna;Administracja;28000;Licencjat;Wiosna 90
594;Mezczyzna;Administracja;21000;Licencjat;Wiosna 90
595;Kobieta;Rolnictwo;30000;Licencjat;Wiosna 90
596;Kobieta;Rolnictwo;17000;Licencjat;Wiosna 90
597;Kobieta;Administracja;28500;Licencjat;Wiosna 90
598;Kobieta;Administracja;26000;Licencjat;Wiosna 90
599;Kobieta;Rolnictwo;24000;Licencjat;Wiosna 90
600;Mezczyzna;Rolnictwo;15000;Licencjat;Wiosna 90
601;Mezczyzna;Inzynieria;27800;Licencjat;Wiosna 90
602;Kobieta;Pedagogika;20000;Licencjat;Wiosna 90
603;Kobieta;Rolnictwo;39500;Licencjat;Wiosna 90
604;Mezczyzna;Rolnictwo;12500;Licencjat;Wiosna 90
605;Mezczyzna;Inzynieria;33900;Licencjat;Wiosna 90
606;Kobieta;Administracja;28000;Licencjat;Wiosna 90
607;Mezczyzna;Inzynieria;26000;Licencjat;Wiosna 90
608;Kobieta;Administracja;22500;Licencjat;Wiosna 90
609;Kobieta;Administracja;20000;Licencjat;Wiosna 90
610;Kobieta;Rolnictwo;27500;Licencjat;Wiosna 90
611;Kobieta;Rolnictwo;24200;Licencjat;Wiosna 90
612;Mezczyzna;Administracja;24500;Licencjat;Wiosna 90
613;Kobieta;Rolnictwo;29500;Licencjat;Wiosna 90
614;Kobieta;Rolnictwo;25000;Licencjat;Wiosna 90
615;Kobieta;Inzynieria;34200;Licencjat;Wiosna 90
616;Kobieta;Rolnictwo;23700;Licencjat;Wiosna 90
617;Mezczyzna;Rolnictwo;25700;Licencjat;Wiosna 90
618;Mezczyzna;Budownictwo;29000;Licencjat;Wiosna 90
619;Mezczyzna;Inzynieria;25200;Licencjat;Wiosna 90
620;Mezczyzna;Administracja;24000;Licencjat;Wiosna 90
621;Kobieta;Rolnictwo;30300;Licencjat;Wiosna 90
622;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 90
623;Kobieta;Rolnictwo;22000;Licencjat;Wiosna 90
624;Kobieta;Administracja;20000;Licencjat;Wiosna 90
625;Kobieta;Administracja;24000;Licencjat;Wiosna 90
626;Kobieta;Administracja;28500;Licencjat;Wiosna 90
627;Mezczyzna;Inzynieria;21200;Licencjat;Wiosna 90
628;Kobieta;Rolnictwo;31600;Licencjat;Wiosna 90
629;Mezczyzna;Administracja;27000;Licencjat;Wiosna 90
630;Mezczyzna;Administracja;50000;Licencjat;Wiosna 90
631;Mezczyzna;Inzynieria;8600;Licencjat;Wiosna 90
632;Mezczyzna;Administracja;28000;Licencjat;Wiosna 90
633;Mezczyzna;Inzynieria;28800;Licencjat;Wiosna 90
634;Mezczyzna;Administracja;25000;Licencjat;Wiosna 90
635;Kobieta;Rolnictwo;21700;Licencjat;Wiosna 90
636;Kobieta;Administracja;30000;Licencjat;Wiosna 90
637;Mezczyzna;Administracja;25000;Licencjat;Wiosna 90
638;Mezczyzna;Rolnictwo;18000;Licencjat;Wiosna 90
639;Kobieta;Administracja;21000;Licencjat;Wiosna 90
640;Kobieta;Pedagogika;11000;Licencjat;Wiosna 90
641;Mezczyzna;Administracja;22000;Licencjat;Wiosna 90
642;Kobieta;Rolnictwo;26200;Licencjat;Wiosna 90
643;Mezczyzna;Inzynieria;34500;Licencjat;Wiosna 90
644;Kobieta;Rolnictwo;24000;Licencjat;Wiosna 90
645;Mezczyzna;Administracja;20500;Licencjat;Wiosna 90
646;Mezczyzna;Rolnictwo;20000;Licencjat;Wiosna 90
647;Mezczyzna;Inzynieria;32100;Licencjat;Wiosna 90
648;Mezczyzna;Inzynieria;32600;Licencjat;Wiosna 90
649;Mezczyzna;Inzynieria;31500;Licencjat;Wiosna 90
650;Kobieta;Rolnictwo;9000;Licencjat;Wiosna 90
651;Kobieta;Rolnictwo;22000;Licencjat;Wiosna 90
652;Kobieta;Rolnictwo;24000;Licencjat;Wiosna 90
653;Kobieta;Inzynieria;33200;Licencjat;Wiosna 90
654;Kobieta;Rolnictwo;11500;Licencjat;Jesien 90
655;Mezczyzna;Inzynieria;32500;Licencjat;Jesien 90
656;Kobieta;Administracja;29500;Licencjat;Jesien 90
657;Mezczyzna;Inzynieria;32000;Licencjat;Jesien 90
658;Mezczyzna;Administracja;24500;Licencjat;Jesien 90
659;Kobieta;Rolnictwo;25000;Licencjat;Jesien 90
660;Kobieta;Administracja;13000;Licencjat;Jesien 90
661;Kobieta;Rolnictwo;20000;Licencjat;Jesien 90
662;Mezczyzna;Inzynieria;31500;Licencjat;Jesien 90
663;Kobieta;Rolnictwo;49000;Licencjat;Jesien 90
664;Kobieta;Inzynieria;32600;Licencjat;Jesien 90
665;Mezczyzna;Rolnictwo;21500;Licencjat;Jesien 90
666;Mezczyzna;Rolnictwo;16000;Licencjat;Jesien 90
667;Kobieta;Rolnictwo;21000;Licencjat;Jesien 90
668;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
669;Mezczyzna;Budownictwo;26300;Licencjat;Jesien 90
670;Kobieta;Rolnictwo;30000;Licencjat;Jesien 90
671;Mezczyzna;Rolnictwo;22300;Licencjat;Jesien 90
672;Mezczyzna;Rolnictwo;17400;Licencjat;Jesien 90
673;Kobieta;Rolnictwo;30000;Licencjat;Jesien 90
674;Kobieta;Rolnictwo;31000;Licencjat;Jesien 90
675;Mezczyzna;Administracja;21000;Licencjat;Jesien 90
676;Kobieta;Rolnictwo;27000;Licencjat;Jesien 90
677;Mezczyzna;Budownictwo;17000;Licencjat;Jesien 90
678;Mezczyzna;Administracja;25000;Licencjat;Jesien 90
679;Mezczyzna;Rolnictwo;20000;Licencjat;Jesien 90
680;Mezczyzna;Administracja;15000;Licencjat;Jesien 90
681;Mezczyzna;Inzynieria;35000;Licencjat;Jesien 90
682;Kobieta;Administracja;21000;Licencjat;Jesien 90
683;Mezczyzna;Administracja;26200;Licencjat;Jesien 90
684;Kobieta;Rolnictwo;38000;Licencjat;Jesien 90
685;Kobieta;Administracja;29000;Licencjat;Jesien 90
686;Mezczyzna;Inzynieria;18000;Licencjat;Jesien 90
687;Mezczyzna;Inzynieria;19000;Licencjat;Jesien 90
688;Mezczyzna;Rolnictwo;40000;Licencjat;Jesien 90
689;Kobieta;Rolnictwo;25000;Licencjat;Jesien 90
690;Mezczyzna;Rolnictwo;31000;Licencjat;Jesien 90
691;Kobieta;Administracja;22500;Licencjat;Jesien 90
692;Mezczyzna;Inzynieria;33700;Licencjat;Jesien 90
693;Kobieta;Administracja;20000;Licencjat;Jesien 90
694;Mezczyzna;Administracja;22800;Licencjat;Jesien 90
695;Mezczyzna;Administracja;30000;Licencjat;Jesien 90
696;Mezczyzna;Administracja;23000;Licencjat;Jesien 90
697;Mezczyzna;Administracja;28000;Licencjat;Jesien 90
698;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
699;Mezczyzna;Inzynieria;38400;Licencjat;Jesien 90
700;Kobieta;Rolnictwo;37500;Licencjat;Jesien 90
701;Mezczyzna;Inzynieria;38400;Licencjat;Jesien 90
702;Kobieta;Inzynieria;31000;Licencjat;Jesien 90
703;Mezczyzna;Administracja;26000;Licencjat;Jesien 90
704;Kobieta;Rolnictwo;15000;Licencjat;Jesien 90
705;Mezczyzna;Rolnictwo;21000;Licencjat;Jesien 90
706;Mezczyzna;Administracja;25000;Licencjat;Jesien 90
707;Kobieta;Rolnictwo;20000;Licencjat;Jesien 90
708;Mezczyzna;Rolnictwo;22000;Licencjat;Jesien 90
709;Mezczyzna;Rolnictwo;19200;Licencjat;Jesien 90
710;Kobieta;Rolnictwo;26000;Licencjat;Jesien 90
711;Mezczyzna;Rolnictwo;20500;Licencjat;Jesien 90
712;Kobieta;Rolnictwo;23000;Licencjat;Jesien 90
713;Kobieta;Administracja;30000;Licencjat;Jesien 90
714;Mezczyzna;Rolnictwo;31000;Licencjat;Jesien 90
715;Mezczyzna;Administracja;23500;Licencjat;Jesien 90
716;Mezczyzna;Inzynieria;29300;Licencjat;Jesien 90
717;Mezczyzna;Budownictwo;29500;Licencjat;Jesien 90
718;Kobieta;Rolnictwo;31600;Licencjat;Jesien 90
719;Mezczyzna;Inzynieria;26000;Licencjat;Jesien 90
720;Kobieta;Rolnictwo;18000;Licencjat;Jesien 90
721;Kobieta;Rolnictwo;24000;Licencjat;Jesien 90
722;Mezczyzna;Rolnictwo;30000;Licencjat;Jesien 90
723;Kobieta;Rolnictwo;17200;Licencjat;Jesien 90
724;Mezczyzna;Inzynieria;18000;Licencjat;Jesien 90
725;Mezczyzna;Budownictwo;28600;Licencjat;Jesien 90
726;Mezczyzna;Inzynieria;35200;Licencjat;Jesien 90
727;Kobieta;Administracja;27000;Licencjat;Jesien 90
728;Kobieta;Rolnictwo;26500;Licencjat;Jesien 90
729;Kobieta;Rolnictwo;32000;Licencjat;Jesien 90
730;Mezczyzna;Rolnictwo;31200;Licencjat;Jesien 90
731;Mezczyzna;Administracja;30000;Licencjat;Jesien 90
732;Kobieta;Rolnictwo;30000;Licencjat;Jesien 90
733;Mezczyzna;Inzynieria;32000;Licencjat;Jesien 90
734;Mezczyzna;Administracja;30000;Licencjat;Jesien 90
735;Kobieta;Administracja;29000;Licencjat;Jesien 90
736;Mezczyzna;Inzynieria;37200;Licencjat;Jesien 90
737;Kobieta;Rolnictwo;23000;Licencjat;Jesien 90
738;Kobieta;Rolnictwo;21000;Licencjat;Jesien 90
739;Mezczyzna;Rolnictwo;21000;Licencjat;Jesien 90
740;Mezczyzna;Inzynieria;38200;Licencjat;Jesien 90
741;Kobieta;Rolnictwo;40000;Licencjat;Jesien 90
742;Kobieta;Administracja;23000;Licencjat;Jesien 90
743;Mezczyzna;Inzynieria;18900;Licencjat;Jesien 90
744;Kobieta;Rolnictwo;12000;Licencjat;Jesien 90
745;Mezczyzna;Budownictwo;31200;Licencjat;Jesien 90
746;Mezczyzna;Inzynieria;22000;Licencjat;Jesien 90
747;Mezczyzna;Inzynieria;37100;Licencjat;Jesien 90
748;Kobieta;Rolnictwo;22000;Licencjat;Jesien 90
749;Kobieta;Rolnictwo;27500;Licencjat;Jesien 90
750;Mezczyzna;Administracja;30000;Licencjat;Jesien 90
751;Kobieta;Rolnictwo;34000;Licencjat;Jesien 90
752;Kobieta;Administracja;21000;Licencjat;Jesien 90
753;Kobieta;Rolnictwo;40000;Licencjat;Jesien 90
754;Kobieta;Rolnictwo;29000;Licencjat;Jesien 90
755;Mezczyzna;Rolnictwo;40000;Licencjat;Jesien 90
756;Kobieta;Administracja;20000;Licencjat;Jesien 90
757;Mezczyzna;Administracja;29000;Licencjat;Jesien 90
758;Mezczyzna;Budownictwo;32100;Licencjat;Jesien 90
759;Mezczyzna;Rolnictwo;21100;Licencjat;Jesien 90
760;Mezczyzna;Inzynieria;34900;Licencjat;Jesien 90
761;Mezczyzna;Inzynieria;26000;Licencjat;Jesien 90
762;Kobieta;Administracja;18000;Licencjat;Jesien 90
763;Kobieta;Administracja;26000;Licencjat;Jesien 90
764;Mezczyzna;Administracja;25000;Licencjat;Jesien 90
765;Mezczyzna;Administracja;60000;Licencjat;Jesien 90
766;Mezczyzna;Administracja;29400;Licencjat;Jesien 90
767;Kobieta;Administracja;23000;Licencjat;Jesien 90
768;Mezczyzna;Rolnictwo;35000;Licencjat;Jesien 90
769;Mezczyzna;Administracja;29000;Licencjat;Jesien 90
770;Kobieta;Rolnictwo;32000;Licencjat;Jesien 90
771;Mezczyzna;Inzynieria;34300;Licencjat;Jesien 90
772;Mezczyzna;Administracja;25000;Licencjat;Jesien 90
773;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
774;Mezczyzna;Inzynieria;32000;Licencjat;Jesien 90
775;Kobieta;Inzynieria;33800;Licencjat;Jesien 90
776;Mezczyzna;Inzynieria;27200;Licencjat;Jesien 90
777;Mezczyzna;Administracja;25000;Licencjat;Jesien 90
778;Kobieta;Rolnictwo;20000;Licencjat;Jesien 90
779;Mezczyzna;Inzynieria;33000;Licencjat;Jesien 90
780;Kobieta;Administracja;23000;Licencjat;Jesien 90
781;Kobieta;Administracja;22000;Licencjat;Jesien 90
782;Kobieta;Inzynieria;35900;Licencjat;Jesien 90
783;Kobieta;Rolnictwo;10000;Licencjat;Jesien 90
784;Mezczyzna;Budownictwo;29000;Licencjat;Jesien 90
785;Kobieta;Administracja;19500;Licencjat;Jesien 90
786;Kobieta;Rolnictwo;20000;Licencjat;Jesien 90
787;Mezczyzna;Inzynieria;30000;Licencjat;Jesien 90
788;Mezczyzna;Inzynieria;40000;Licencjat;Jesien 90
789;Mezczyzna;Inzynieria;34200;Licencjat;Jesien 90
790;Kobieta;Rolnictwo;28000;Licencjat;Jesien 90
791;Kobieta;Administracja;20000;Licencjat;Jesien 90
792;Mezczyzna;Inzynieria;34500;Licencjat;Jesien 90
793;Kobieta;Rolnictwo;15000;Licencjat;Jesien 90
794;Mezczyzna;Rolnictwo;22000;Licencjat;Jesien 90
795;Mezczyzna;Rolnictwo;30000;Licencjat;Jesien 90
796;Kobieta;Administracja;23000;Licencjat;Jesien 90
797;Kobieta;Rolnictwo;17000;Licencjat;Jesien 90
798;Kobieta;Inzynieria;33600;Licencjat;Jesien 90
799;Kobieta;Rolnictwo;17900;Licencjat;Jesien 90
800;Mezczyzna;Administracja;42000;Licencjat;Jesien 90
801;Mezczyzna;Inzynieria;31100;Licencjat;Jesien 90
802;Mezczyzna;Rolnictwo;23000;Licencjat;Jesien 90
803;Mezczyzna;Administracja;28500;Licencjat;Jesien 90
804;Mezczyzna;Inzynieria;31600;Licencjat;Jesien 90
805;Mezczyzna;Administracja;23500;Licencjat;Jesien 90
806;Kobieta;Rolnictwo;16000;Licencjat;Jesien 90
807;Mezczyzna;Administracja;26400;Licencjat;Jesien 90
808;Mezczyzna;Administracja;21000;Licencjat;Jesien 90
809;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
810;Mezczyzna;Administracja;27500;Licencjat;Jesien 90
811;Mezczyzna;Administracja;32800;Licencjat;Jesien 90
812;Kobieta;Rolnictwo;16600;Licencjat;Jesien 90
813;Kobieta;Rolnictwo;30000;Licencjat;Jesien 90
814;Mezczyzna;Administracja;23000;Licencjat;Jesien 90
815;Mezczyzna;Rolnictwo;17000;Licencjat;Jesien 90
816;Kobieta;Administracja;20000;Licencjat;Jesien 90
817;Kobieta;Pedagogika;20000;Licencjat;Jesien 90
818;Kobieta;Administracja;20000;Licencjat;Jesien 90
819;Kobieta;Rolnictwo;19000;Licencjat;Jesien 90
820;Mezczyzna;Inzynieria;26000;Licencjat;Jesien 90
821;Mezczyzna;Administracja;21000;Licencjat;Jesien 90
822;Kobieta;Inzynieria;34100;Licencjat;Jesien 90
823;Mezczyzna;Inzynieria;31800;Licencjat;Jesien 90
824;Kobieta;Administracja;24000;Licencjat;Jesien 90
825;Kobieta;Administracja;23000;Licencjat;Jesien 90
826;Mezczyzna;Administracja;24000;Licencjat;Jesien 90
827;Mezczyzna;Administracja;21700;Licencjat;Jesien 90
828;Mezczyzna;Administracja;25500;Licencjat;Jesien 90
829;Mezczyzna;Administracja;27000;Licencjat;Jesien 90
830;Kobieta;Administracja;23000;Licencjat;Jesien 90
831;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
832;Mezczyzna;Rolnictwo;20000;Licencjat;Jesien 90
833;Mezczyzna;Administracja;24000;Licencjat;Jesien 90
834;Mezczyzna;Inzynieria;26000;Licencjat;Jesien 90
835;Mezczyzna;Budownictwo;42000;Licencjat;Jesien 90
836;Mezczyzna;Administracja;23000;Licencjat;Jesien 90
837;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
838;Mezczyzna;Inzynieria;28000;Licencjat;Jesien 90
839;Kobieta;Administracja;21000;Licencjat;Jesien 90
840;Mezczyzna;Administracja;27000;Licencjat;Jesien 90
841;Mezczyzna;Administracja;30200;Licencjat;Jesien 90
842;Mezczyzna;Rolnictwo;18000;Licencjat;Jesien 90
843;Kobieta;Administracja;31500;Licencjat;Jesien 90
844;Kobieta;Administracja;18000;Licencjat;Jesien 90
845;Mezczyzna;Administracja;17000;Licencjat;Jesien 90
846;Kobieta;Rolnictwo;21000;Licencjat;Jesien 90
847;Kobieta;Rolnictwo;20000;Licencjat;Jesien 90
848;Mezczyzna;Administracja;26500;Licencjat;Jesien 90
849;Kobieta;Administracja;29500;Licencjat;Jesien 90
850;Kobieta;Administracja;20000;Licencjat;Jesien 90
851;Kobieta;Rolnictwo;27000;Licencjat;Jesien 90
852;Kobieta;Administracja;23000;Licencjat;Jesien 90
853;Mezczyzna;Inzynieria;32000;Licencjat;Jesien 90
854;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
855;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
856;Mezczyzna;Inzynieria;32900;Licencjat;Jesien 90
857;Kobieta;Pedagogika;21000;Licencjat;Jesien 90
858;Mezczyzna;Administracja;25000;Licencjat;Jesien 90
859;Kobieta;Inzynieria;34200;Licencjat;Jesien 90
860;Mezczyzna;Inzynieria;33700;Licencjat;Jesien 90
861;Mezczyzna;Inzynieria;22000;Licencjat;Jesien 90
